Date,User,Type
2010-10-20,36,message_init
2010-10-20,40,response_to
2010-10-20,44,response_to
2010-10-21,3,response_to
2010-10-21,44,response_to
2010-10-21,45,response_to
2010-10-22,3,response_to
2010-10-22,43,response_to
2010-10-23,56,response_to
2010-10-24,43,response_to
2010-10-26,36,message_init
2010-10-27,3,response_to
2010-10-27,36,response_to
2010-10-27,38,response_to
2010-10-27,40,response_to
2010-10-27,43,response_to
2010-10-27,55,message_init
2010-10-27,56,response_to
2010-10-28,36,response_to
2010-10-28,38,response_to
2010-10-28,43,response_to
2010-10-28,44,message_init
2010-10-28,53,response_to
2010-10-28,55,response_to
2010-10-28,58,message_init
2010-10-29,3,response_to
2010-10-29,44,response_to
2010-10-29,46,message_init
2010-10-29,51,message_init
2010-10-29,53,response_to
2010-10-29,61,response_to
2010-10-30,38,response_to
2010-10-30,41,response_to
2010-10-30,43,response_to
2010-10-30,44,response_to
2010-10-30,48,response_to
2010-10-30,57,message_init
2010-10-31,44,response_to
2010-10-31,53,response_to
2010-11-01,36,response_to
2010-11-01,41,response_to
2010-11-01,45,message_init
2010-11-01,48,response_to
2010-11-01,52,response_to
2010-11-01,54,response_to
2010-11-02,3,response_to
2010-11-02,54,response_to
2010-11-02,55,response_to
2010-11-02,59,response_to
2010-11-02,60,response_to
2010-11-02,62,response_to
2010-11-03,3,response_to
2010-11-03,36,response_to
2010-11-03,45,response_to
2010-11-03,48,response_to
2010-11-03,54,response_to
2010-11-04,3,response_to
2010-11-04,36,message_init
2010-11-04,39,message_init
2010-11-04,44,message_init
2010-11-04,45,response_to
2010-11-04,52,response_to
2010-11-04,54,response_to
2010-11-04,55,response_to
2010-11-04,58,response_to
2010-11-05,3,response_to
2010-11-05,36,response_to
2010-11-05,40,response_to
2010-11-05,44,response_to
2010-11-05,51,message_init
2010-11-05,54,response_to
2010-11-05,56,response_to
2010-11-05,57,message_init
2010-11-06,37,response_to
2010-11-06,51,response_to
2010-11-06,54,response_to
2010-11-07,52,response_to
2010-11-07,57,response_to
2010-11-08,3,response_to
2010-11-08,36,response_to
2010-11-08,43,message_init
2010-11-08,49,message_init
2010-11-08,54,response_to
2010-11-08,55,response_to
2010-11-08,56,response_to
2010-11-09,36,response_to
2010-11-09,44,response_to
2010-11-09,49,response_to
2010-11-09,54,message_init
2010-11-09,57,response_to
2010-11-10,3,response_to
2010-11-10,39,message_init
2010-11-11,3,response_to
2010-11-12,43,message_init
2010-11-13,54,response_to
2010-11-13,55,response_to
2010-11-14,36,message_init
2010-11-14,55,response_to
2010-11-15,3,response_to
2010-11-15,43,response_to
2010-11-16,36,response_to
2010-11-16,48,message_init
2010-11-17,48,response_to
2010-11-18,3,response_to
2010-11-18,36,response_to
2010-11-18,52,message_init
2010-11-18,53,response_to
2010-11-19,50,message_init
2010-11-19,51,response_to
2010-11-21,36,response_to
2010-11-21,48,response_to
2010-11-21,50,response_to
2010-11-21,54,message_init
2010-11-22,3,response_to
2010-11-23,54,response_to
2010-11-24,48,response_to
2010-11-24,50,response_to
2010-11-24,54,response_to
2010-11-25,36,response_to
2010-11-25,57,message_init
2010-11-26,3,response_to
2010-11-26,54,message_init
2010-11-27,36,response_to
2010-11-27,54,response_to
2010-11-27,55,response_to
2010-11-27,57,response_to
2010-11-28,36,response_to
2010-11-28,41,response_to
2010-11-28,54,response_to
2010-11-28,55,response_to
2010-11-28,56,response_to
2010-11-28,57,response_to
2010-11-29,3,response_to
2010-11-29,36,response_to
2010-11-29,43,response_to
2010-11-29,51,response_to
2010-11-29,55,response_to
2010-11-30,3,response_to
2010-11-30,36,response_to
2010-11-30,55,response_to
2010-12-01,36,response_to
2010-12-01,49,response_to
2010-12-01,54,response_to
2010-12-01,55,response_to
2010-12-02,36,response_to
2010-12-02,40,response_to
2010-12-02,48,response_to
2010-12-02,54,response_to
2010-12-02,55,response_to
2010-12-03,36,response_to
2010-12-03,54,response_to
2010-12-03,57,message_init
2010-12-04,36,response_to
2010-12-04,54,response_to
2010-12-04,57,response_to
2010-12-05,36,response_to
2010-12-05,54,response_to
2010-12-06,36,response_to
2010-12-06,46,response_to
2010-12-06,49,message_init
2010-12-06,54,response_to
2010-12-09,3,response_to
2010-12-09,44,response_to
2010-12-09,49,response_to
2010-12-09,54,response_to
2010-12-10,36,response_to
2010-12-10,45,message_init
2010-12-11,36,response_to
2010-12-11,45,response_to
2010-12-11,54,response_to
2010-12-11,56,response_to
2010-12-12,28,message_init
2010-12-12,36,response_to
2010-12-12,44,response_to
2010-12-12,45,response_to
2010-12-12,55,response_to
2010-12-12,63,message_init
2010-12-13,3,response_to
2010-12-13,36,response_to
2010-12-13,55,response_to
2010-12-13,63,response_to
2010-12-14,36,response_to
2010-12-14,43,message_init
2010-12-14,46,message_init
2010-12-14,51,response_to
2010-12-14,55,response_to
2010-12-15,3,response_to
2010-12-15,36,response_to
2010-12-15,43,response_to
2010-12-15,54,response_to
2010-12-16,36,response_to
2010-12-16,43,response_to
2010-12-17,36,response_to
2010-12-17,45,message_init
2010-12-17,50,message_init
2010-12-17,55,response_to
2010-12-18,36,response_to
2010-12-18,38,response_to
2010-12-18,45,response_to
2010-12-18,50,response_to
2010-12-18,51,message_init
2010-12-18,54,message_init
2010-12-18,55,response_to
2010-12-19,36,response_to
2010-12-19,40,response_to
2010-12-19,48,response_to
2010-12-19,49,response_to
2010-12-19,50,message_init
2010-12-19,54,response_to
2010-12-19,55,message_init
2010-12-20,3,response_to
2010-12-20,36,response_to
2010-12-20,52,response_to
2010-12-20,53,response_to
2010-12-20,54,response_to
2010-12-21,3,response_to
2010-12-21,36,response_to
2010-12-21,38,response_to
2010-12-21,43,message_init
2010-12-21,51,response_to
2010-12-22,36,response_to
2010-12-22,43,response_to
2010-12-22,45,message_init
2010-12-22,50,response_to
2010-12-22,54,response_to
2010-12-23,51,response_to
2010-12-23,54,response_to
2010-12-28,38,response_to
2010-12-28,40,response_to
2010-12-28,46,message_init
2010-12-28,55,response_to
2010-12-29,36,response_to
2010-12-30,36,response_to
2010-12-30,38,response_to
2010-12-30,46,response_to
2010-12-30,48,response_to
2010-12-30,51,response_to
2010-12-31,36,response_to
2010-12-31,50,response_to
2010-12-31,59,response_to
2011-01-02,45,response_to
2011-01-03,36,response_to
2011-01-03,38,response_to
2011-01-03,45,response_to
2011-01-03,48,response_to
2011-01-03,53,message_init
2011-01-04,3,response_to
2011-01-04,38,response_to
2011-01-04,48,response_to
2011-01-04,53,response_to
2011-01-04,54,response_to
2011-01-07,46,response_to
2011-01-08,37,message_init
2011-01-09,36,response_to
2011-01-09,45,message_init
2011-01-09,62,response_to
2011-01-10,3,response_to
2011-01-10,36,response_to
2011-01-10,37,response_to
2011-01-10,45,response_to
2011-01-11,36,response_to
2011-01-11,38,response_to
2011-01-11,45,response_to
2011-01-11,46,message_init
2011-01-12,3,response_to
2011-01-12,36,response_to
2011-01-12,45,response_to
2011-01-12,46,response_to
2011-01-12,52,response_to
2011-01-13,39,response_to
2011-01-13,43,response_to
2011-01-13,51,response_to
2011-01-14,3,response_to
2011-01-14,36,response_to
2011-01-14,38,response_to
2011-01-14,39,response_to
2011-01-14,43,message_init
2011-01-14,45,response_to
2011-01-14,46,response_to
2011-01-14,50,message_init
2011-01-14,51,response_to
2011-01-15,38,response_to
2011-01-15,39,response_to
2011-01-15,50,response_to
2011-01-16,36,response_to
2011-01-16,38,response_to
2011-01-16,43,response_to
2011-01-16,45,response_to
2011-01-16,49,response_to
2011-01-16,50,response_to
2011-01-16,52,response_to
2011-01-17,36,response_to
2011-01-17,39,response_to
2011-01-17,43,response_to
2011-01-17,45,response_to
2011-01-17,49,response_to
2011-01-17,50,response_to
2011-01-17,62,response_to
2011-01-18,38,response_to
2011-01-18,45,response_to
2011-01-18,49,message_init
2011-01-19,3,response_to
2011-01-19,36,response_to
2011-01-19,45,response_to
2011-01-19,50,response_to
2011-01-19,52,message_init
2011-01-19,53,response_to
2011-01-19,54,response_to
2011-01-19,62,response_to
2011-01-20,3,response_to
2011-01-20,36,message_init
2011-01-20,49,response_to
2011-01-20,53,response_to
2011-01-21,36,response_to
2011-01-21,37,response_to
2011-01-21,38,response_to
2011-01-21,39,response_to
2011-01-21,46,message_init
2011-01-22,40,response_to
2011-01-22,41,response_to
2011-01-24,56,response_to
2011-01-25,40,response_to
2011-01-25,55,response_to
2011-01-29,54,message_init
2011-01-30,3,response_to
2011-01-31,54,response_to
2011-02-02,43,response_to
2011-02-16,45,message_init
2011-02-17,36,response_to
2011-02-17,37,response_to
2011-02-17,40,response_to
2011-02-17,46,response_to
2011-02-18,3,response_to
2011-02-23,62,message_init
2011-05-24,42,message_init
2011-08-03,47,response_to
2011-10-16,5,response_to
2011-10-16,9,message_init
2011-10-16,16,response_to
2011-10-16,22,message_init
2011-10-17,3,response_to
2011-10-17,9,response_to
2011-10-17,10,message_init
2011-10-17,15,response_to
2011-10-17,30,response_to
2011-10-18,1,response_to
2011-10-18,2,response_to
2011-10-18,3,response_to
2011-10-18,4,response_to
2011-10-18,5,message_init
2011-10-18,7,message_init
2011-10-18,15,response_to
2011-10-18,16,response_to
2011-10-18,22,message_init
2011-10-18,30,response_to
2011-10-19,3,response_to
2011-10-19,7,response_to
2011-10-19,16,message_init
2011-10-19,25,response_to
2011-10-19,32,message_init
2011-10-20,3,response_to
2011-10-20,7,message_init
2011-10-20,15,message_init
2011-10-20,16,response_to
2011-10-20,31,message_init
2011-10-20,32,response_to
2011-10-20,42,response_to
2011-10-21,7,response_to
2011-10-23,2,message_init
2011-10-23,9,response_to
2011-10-24,3,response_to
2011-10-24,6,message_init
2011-10-24,9,response_to
2011-10-26,3,response_to
2011-10-26,9,response_to
2011-10-26,15,message_init
2011-10-26,16,response_to
2011-10-26,25,response_to
2011-10-27,4,response_to
2011-10-27,5,response_to
2011-10-27,7,response_to
2011-10-27,9,response_to
2011-10-27,15,response_to
2011-10-27,16,response_to
2011-10-27,17,response_to
2011-10-28,3,response_to
2011-10-28,4,response_to
2011-10-28,5,response_to
2011-10-28,7,response_to
2011-10-28,9,response_to
2011-10-28,11,response_to
2011-10-28,14,response_to
2011-10-28,15,message_init
2011-10-28,24,message_init
2011-10-29,12,response_to
2011-10-30,24,message_init
2011-10-30,26,response_to
2011-10-30,30,response_to
2011-10-31,3,response_to
2011-10-31,7,message_init
2011-10-31,24,response_to
2011-10-31,30,message_init
2011-11-01,6,message_init
2011-11-01,7,response_to
2011-11-01,12,response_to
2011-11-01,15,response_to
2011-11-01,20,response_to
2011-11-01,24,message_init
2011-11-02,3,created
2011-11-02,6,response_to
2011-11-02,7,response_to
2011-11-02,9,response_to
2011-11-02,12,response_to
2011-11-02,14,response_to
2011-11-02,28,response_to
2011-11-03,3,response_to
2011-11-03,5,message_init
2011-11-03,7,response_to
2011-11-03,29,message_init
2011-11-04,3,response_to
2011-11-04,11,message_init
2011-11-04,22,response_to
2011-11-05,2,response_to
2011-11-05,5,response_to
2011-11-05,7,response_to
2011-11-05,9,message_init
2011-11-05,16,response_to
2011-11-05,22,message_init
2011-11-05,24,response_to
2011-11-06,9,response_to
2011-11-06,11,response_to
2011-11-06,15,message_init
2011-11-06,20,response_to
2011-11-06,22,message_init
2011-11-07,2,response_to
2011-11-07,3,response_to
2011-11-07,9,response_to
2011-11-07,16,response_to
2011-11-07,22,response_to
2011-11-07,27,message_init
2011-11-08,7,response_to
2011-11-08,22,message_init
2011-11-09,18,response_to
2011-11-10,2,response_to
2011-11-10,3,message_init
2011-11-10,4,message_init
2011-11-10,9,response_to
2011-11-10,22,response_to
2011-11-11,4,response_to
2011-11-12,4,response_to
2011-11-12,22,response_to
2011-11-13,2,response_to
2011-11-13,6,message_init
2011-11-13,7,response_to
2011-11-14,3,response_to
2011-11-14,5,response_to
2011-11-14,8,response_to
2011-11-14,9,response_to
2011-11-14,16,response_to
2011-11-15,1,response_to
2011-11-15,2,response_to
2011-11-15,7,response_to
2011-11-15,22,response_to
2011-11-16,3,response_to
2011-11-16,10,message_init
2011-11-16,17,response_to
2011-11-17,2,response_to
2011-11-17,5,response_to
2011-11-17,6,response_to
2011-11-17,7,response_to
2011-11-17,22,message_init
2011-11-18,3,response_to
2011-11-18,7,response_to
2011-11-18,11,response_to
2011-11-18,16,response_to
2011-11-19,2,response_to
2011-11-20,5,response_to
2011-11-20,6,response_to
2011-11-20,7,response_to
2011-11-20,24,response_to
2011-11-20,25,response_to
2011-11-21,2,response_to
2011-11-21,3,response_to
2011-11-21,6,response_to
2011-11-21,7,message_init
2011-11-21,9,response_to
2011-11-21,11,response_to
2011-11-21,15,response_to
2011-11-21,20,response_to
2011-11-21,21,message_init
2011-11-21,22,message_init
2011-11-21,24,response_to
2011-11-21,26,response_to
2011-11-22,2,response_to
2011-11-22,4,response_to
2011-11-23,2,response_to
2011-11-23,3,response_to
2011-11-23,4,response_to
2011-11-23,5,response_to
2011-11-23,6,message_init
2011-11-23,7,response_to
2011-11-23,8,response_to
2011-11-23,16,response_to
2011-11-23,17,response_to
2011-11-23,22,response_to
2011-11-24,7,response_to
2011-11-25,4,response_to
2011-11-26,6,response_to
2011-11-29,3,message_init
2011-11-29,16,response_to
2011-11-29,22,message_init
2011-11-29,32,response_to
2011-11-30,2,response_to
2011-11-30,3,response_to
2011-11-30,6,response_to
2011-11-30,16,response_to
2011-11-30,23,response_to
2011-12-01,3,response_to
2011-12-01,5,response_to
2011-12-01,6,response_to
2011-12-01,11,response_to
2011-12-01,13,message_init
2011-12-01,20,response_to
2011-12-01,23,response_to
2011-12-01,32,response_to
2011-12-02,3,response_to
2011-12-02,6,response_to
2011-12-02,7,response_to
2011-12-02,16,response_to
2011-12-02,21,response_to
2011-12-02,22,response_to
2011-12-04,7,message_init
2011-12-04,10,message_init
2011-12-04,15,response_to
2011-12-04,16,response_to
2011-12-04,22,response_to
2011-12-04,23,response_to
2011-12-05,3,created
2011-12-05,4,response_to
2011-12-05,5,created
2011-12-05,7,response_to
2011-12-05,10,response_to
2011-12-05,12,created
2011-12-05,15,response_to
2011-12-05,16,response_to
2011-12-05,22,response_to
2011-12-05,23,response_to
2011-12-06,2,message_init
2011-12-06,3,response_to
2011-12-06,5,response_to
2011-12-06,7,created
2011-12-06,9,response_to
2011-12-06,15,created
2011-12-06,16,response_to
2011-12-06,22,created
2011-12-06,23,response_to
2011-12-07,2,created
2011-12-07,3,response_to
2011-12-07,4,response_to
2011-12-07,5,message_init
2011-12-07,7,response_to
2011-12-07,11,message_init
2011-12-07,16,message_init
2011-12-07,22,changed
2011-12-07,23,response_to
2011-12-08,2,changed
2011-12-08,5,changed
2011-12-08,7,unchanged
2011-12-08,8,created
2011-12-08,9,created
2011-12-08,15,message_init
2011-12-08,16,response_to
2011-12-08,17,response_to
2011-12-08,22,message_init
2011-12-08,23,response_to
2011-12-08,25,response_to
2011-12-09,2,response_to
2011-12-09,3,response_to
2011-12-09,5,response_to
2011-12-09,7,response_to
2011-12-09,8,response_to
2011-12-09,9,changed
2011-12-09,13,message_init
2011-12-09,15,changed
2011-12-09,16,response_to
2011-12-09,17,created
2011-12-09,22,changed
2011-12-09,25,created
2011-12-09,32,response_to
2011-12-10,6,message_init
2011-12-10,7,response_to
2011-12-10,13,response_to
2011-12-10,17,response_to
2011-12-10,25,response_to
2011-12-10,26,created
2011-12-11,1,response_to
2011-12-11,2,response_to
2011-12-11,5,response_to
2011-12-11,6,response_to
2011-12-11,7,message_init
2011-12-11,8,changed
2011-12-11,10,response_to
2011-12-11,12,response_to
2011-12-11,13,created
2011-12-11,19,response_to
2011-12-11,20,response_to
2011-12-11,22,changed
2011-12-11,24,response_to
2011-12-11,34,message_init
2011-12-12,1,created
2011-12-12,2,response_to
2011-12-12,3,response_to
2011-12-12,5,message_init
2011-12-12,6,response_to
2011-12-12,7,message_init
2011-12-12,8,response_to
2011-12-12,9,response_to
2011-12-12,10,created
2011-12-12,12,changed
2011-12-12,13,changed
2011-12-12,15,added_to
2011-12-12,17,changed
2011-12-12,20,response_to
2011-12-12,22,changed
2011-12-12,25,changed
2011-12-12,34,response_to
2011-12-13,1,response_to
2011-12-13,3,response_to
2011-12-13,4,response_to
2011-12-13,5,changed
2011-12-13,6,response_to
2011-12-13,8,response_to
2011-12-13,11,created
2011-12-13,12,response_to
2011-12-13,15,changed
2011-12-13,16,created
2011-12-13,20,created
2011-12-13,21,created
2011-12-13,22,added_to
2011-12-13,24,response_to
2011-12-13,25,failed
2011-12-13,34,created
2011-12-13,35,created
2011-12-14,2,response_to
2011-12-14,3,response_to
2011-12-14,4,response_to
2011-12-14,11,changed
2011-12-14,13,changed
2011-12-14,16,changed
2011-12-14,17,changed
2011-12-14,20,changed
2011-12-14,21,changed
2011-12-14,22,changed
2011-12-14,23,created
2011-12-14,24,created
2011-12-14,31,message_init
2011-12-14,33,response_to
2011-12-14,35,changed
2011-12-15,1,changed
2011-12-15,2,response_to
2011-12-15,3,response_to
2011-12-15,4,response_to
2011-12-15,6,response_to
2011-12-15,8,changed
2011-12-15,11,changed
2011-12-15,13,changed
2011-12-15,15,response_to
2011-12-15,17,changed
2011-12-15,21,response_to
2011-12-15,22,added_to
2011-12-15,23,response_to
2011-12-15,24,changed
2011-12-15,25,changed
2011-12-15,33,response_to
2011-12-16,2,changed
2011-12-16,3,response_to
2011-12-16,4,response_to
2011-12-16,7,response_to
2011-12-16,11,changed
2011-12-16,15,response_to
2011-12-16,17,added_to
2011-12-17,2,response_to
2011-12-17,24,response_to
2011-12-17,33,created
2011-12-18,3,response_to
2011-12-19,1,response_to
2011-12-19,3,response_to
2011-12-19,7,message_init
2011-12-19,15,failed
2011-12-19,16,added_to
2011-12-19,17,response_to
2011-12-19,22,created
2011-12-19,23,response_to
2011-12-19,34,response_to
2011-12-19,38,created
2011-12-20,1,changed
2011-12-20,2,response_to
2011-12-20,3,response_to
2011-12-20,5,message_init
2011-12-20,8,failed
2011-12-20,9,failed
2011-12-20,11,response_to
2011-12-20,12,response_to
2011-12-20,13,changed
2011-12-20,16,changed
2011-12-20,20,changed
2011-12-20,21,response_to
2011-12-20,22,changed
2011-12-20,23,message_init
2011-12-20,26,failed
2011-12-20,34,response_to
2011-12-20,35,changed
2011-12-21,2,changed
2011-12-21,3,response_to
2011-12-21,5,response_to
2011-12-21,8,changed
2011-12-21,9,response_to
2011-12-21,17,failed
2011-12-21,22,response_to
2011-12-21,24,failed
2011-12-21,25,failed
2011-12-22,2,changed
2011-12-22,3,response_to
2011-12-22,4,created
2011-12-22,6,response_to
2011-12-22,7,created
2011-12-22,11,changed
2011-12-22,22,response_to
2011-12-22,25,message_init
2011-12-22,52,created
2011-12-23,3,response_to
2011-12-23,4,added_to
2011-12-23,5,response_to
2011-12-23,6,response_to
2011-12-23,12,unchanged
2011-12-23,52,added_to
2011-12-24,2,response_to
2011-12-24,6,response_to
2011-12-26,1,response_to
2011-12-26,4,changed
2011-12-26,6,response_to
2011-12-26,12,response_to
2011-12-26,17,changed
2011-12-26,52,changed
2011-12-27,1,changed
2011-12-27,2,response_to
2011-12-27,4,message_init
2011-12-27,6,response_to
2011-12-27,25,response_to
2011-12-28,1,added_to
2011-12-28,2,failed
2011-12-28,3,response_to
2011-12-28,5,failed
2011-12-28,6,response_to
2011-12-28,9,message_init
2011-12-28,12,unchanged
2011-12-28,28,response_to
2011-12-29,1,unchanged
2011-12-29,3,response_to
2011-12-29,4,response_to
2011-12-29,6,response_to
2011-12-29,9,changed
2011-12-29,12,unchanged
2011-12-29,35,changed
2011-12-30,12,response_to
2011-12-30,13,changed
2011-12-30,20,failed
2011-12-30,26,changed
2011-12-30,34,added_to
2011-12-31,2,failed
2011-12-31,3,response_to
2011-12-31,5,message_init
2011-12-31,12,response_to
2011-12-31,20,message_init
2012-01-02,1,failed
2012-01-02,3,response_to
2012-01-02,10,created
2012-01-02,12,failed
2012-01-03,4,changed
2012-01-03,6,response_to
2012-01-03,8,failed
2012-01-03,10,unchanged
2012-01-03,13,failed
2012-01-03,17,failed
2012-01-03,21,changed
2012-01-03,24,changed
2012-01-03,25,failed
2012-01-03,35,failed
2012-01-03,52,changed
2012-01-04,2,failed
2012-01-04,9,failed
2012-01-04,10,unchanged
2012-01-04,12,response_to
2012-01-04,13,response_to
2012-01-04,17,changed
2012-01-04,21,changed
2012-01-04,24,changed
2012-01-05,4,response_to
2012-01-05,5,changed
2012-01-05,10,changed
2012-01-05,22,failed
2012-01-06,3,response_to
2012-01-06,5,changed
2012-01-06,6,response_to
2012-01-06,24,changed
2012-01-07,2,response_to
2012-01-07,4,response_to
2012-01-07,6,response_to
2012-01-07,13,changed
2012-01-07,20,unchanged
2012-01-07,23,created
2012-01-07,25,changed
2012-01-07,26,failed
2012-01-08,2,changed
2012-01-08,6,response_to
2012-01-08,10,failed
2012-01-08,12,failed
2012-01-08,15,changed
2012-01-08,20,response_to
2012-01-08,34,message_init
2012-01-09,1,changed
2012-01-09,3,response_to
2012-01-09,4,added_to
2012-01-09,6,response_to
2012-01-09,10,changed
2012-01-09,17,added_to
2012-01-09,20,added_to
2012-01-09,21,changed
2012-01-09,22,failed
2012-01-09,23,added_to
2012-01-09,24,changed
2012-01-09,52,added_to
2012-01-10,1,response_to
2012-01-10,2,changed
2012-01-10,3,response_to
2012-01-10,4,response_to
2012-01-10,5,response_to
2012-01-10,8,changed
2012-01-10,15,changed
2012-01-10,22,added_to
2012-01-10,23,added_to
2012-01-10,24,failed
2012-01-11,1,changed
2012-01-11,2,response_to
2012-01-11,3,response_to
2012-01-11,4,response_to
2012-01-11,5,response_to
2012-01-11,7,response_to
2012-01-11,8,changed
2012-01-11,15,message_init
2012-01-11,22,changed
2012-01-11,35,changed
2012-01-12,1,failed
2012-01-12,3,response_to
2012-01-12,4,added_to
2012-01-12,5,added_to
2012-01-12,8,changed
2012-01-12,9,changed
2012-01-12,10,failed
2012-01-12,15,changed
2012-01-12,22,response_to
2012-01-12,23,response_to
2012-01-12,52,added_to
2012-01-13,1,changed
2012-01-13,2,added_to
2012-01-13,3,response_to
2012-01-13,4,unchanged
2012-01-13,5,response_to
2012-01-13,6,response_to
2012-01-13,8,response_to
2012-01-13,9,changed
2012-01-13,11,added_to
2012-01-13,12,response_to
2012-01-13,13,response_to
2012-01-13,15,response_to
2012-01-13,20,unchanged
2012-01-13,26,changed
2012-01-13,52,unchanged
2012-01-14,4,unchanged
2012-01-14,10,failed
2012-01-14,52,unchanged
2012-01-15,6,response_to
2012-01-15,10,failed
2012-01-16,2,response_to
2012-01-16,3,response_to
2012-01-16,20,changed
2012-01-16,34,added_to
2012-01-17,1,response_to
2012-01-17,2,changed
2012-01-17,9,changed
2012-01-17,11,response_to
2012-01-17,13,changed
2012-01-17,20,added_to
2012-01-17,26,changed
2012-01-18,1,added_to
2012-01-18,3,response_to
2012-01-18,5,response_to
2012-01-18,7,response_to
2012-01-18,9,added_to
2012-01-18,13,added_to
2012-01-18,17,failed
2012-01-19,3,response_to
2012-01-19,4,response_to
2012-01-19,8,response_to
2012-01-20,3,response_to
2012-01-20,4,added_to
2012-01-20,8,response_to
2012-01-20,52,added_to
2012-01-22,6,created
2012-01-22,10,failed
2012-01-23,10,added_to
2012-01-24,6,failed
2012-01-24,10,failed
2012-01-26,5,message_init
2012-01-26,9,response_to
2012-01-26,10,response_to
2012-01-27,11,response_to
2012-01-28,2,message_init
2012-01-29,10,failed
2012-01-30,10,failed
2012-01-31,13,changed
2012-02-01,1,response_to
2012-02-01,7,response_to
2012-02-03,3,response_to
2012-02-03,11,response_to
2012-02-13,7,message_init
2012-02-24,1,message_init
2012-02-25,2,response_to
2012-02-27,3,response_to
2012-02-28,4,response_to
2012-02-29,5,response_to
2012-03-05,6,response_to
2012-12-04,27,created
2012-12-05,27,changed
2012-12-06,16,created
2012-12-08,16,unchanged
2012-12-13,14,created
2012-12-17,14,added_to
2012-12-17,27,added_to
2012-12-19,16,changed
2012-12-20,16,added_to
2012-12-21,27,added_to
2012-12-29,27,added_to
2013-01-02,16,changed
2013-01-04,16,added_to
2013-01-04,27,added_to
